,USDT_BTC_c,USDT_BTC_v,USDT_ETH_c,USDT_ETH_v,USDT_QTUM_c,USDT_QTUM_v,USDT_XRP_c,USDT_XRP_v,USDT_STR_c,USDT_STR_v,USDT_LTC_c,USDT_LTC_v,USDT_BCHABC_c,USDT_BCHABC_v,USDT_ZEC_c,USDT_ZEC_v,USDT_DASH_c,USDT_DASH_v,USDT_EOS_c,USDT_EOS_v,USDC_BTC_c,USDC_BTC_v,BTC_ETH_c,BTC_ETH_v,BTC_LTC_c,BTC_LTC_v,BTC_XRP_c,BTC_XRP_v,ETH_EOS_c,ETH_EOS_v,ETH_ZEC_c,ETH_ZEC_v,ETH_ETC_c,ETH_ETC_v,XMR_LTC_c,XMR_LTC_v,XMR_ZEC_c,XMR_ZEC_v,XMR_DASH_c,XMR_DASH_v
0,7888.00000001,0.0,250.3,0.0,3.0600042,0.0,0.39432331,0.0,0.1347,0.0,90.79999999,0.0,410.00000002,817.95002053,75.11888451,0.0,162.21951905,0.0,6.24285708,0.0,7947.0,0.0,0.03176,0.0,0.01149001,0.0,5.002e-05,0.0,0.02473847,0.0,0.29966833,0.0,0.0292138,0.0,1.01860049,0.0,0.83702209,0.0,1.8168,0.0
1,7889.55337901,18303.5993126,251.78015717,147.71919752,3.0600042,0.0,0.39500003,1925.03681912,0.1351,1999.99999999,90.89999999,699.94661788,410.00000002,0.0,75.11888451,0.0,163.43213749,28.32213572,6.24285714,1.30304035,7942.65534599,2593.33642866,0.03185691,0.47832997,0.011505,1.50491382,4.997e-05,0.06357251,0.02473847,0.0,0.29966833,0.0,0.0292138,0.0,1.01860049,0.0,0.83702209,0.01026404,1.8168,0.0
2,7880.0,17076.72497712,251.56194849,3159.21443391,3.0600042,0.0,0.39465694,33.33621385,0.13499999,517.31197587,90.70182094,245.3676005,410.00000002,0.0,75.11888451,0.0,163.33185601,489.99556803,6.2714259,8.95141063,7934.0,425.11235185,0.031875,0.13837686,0.0114804,0.00039538,5.001e-05,0.86353348,0.02473847,0.0,0.29966833,0.0,0.029191,0.28245359,1.01860049,0.0,0.83702209,0.72424098,1.82067793,0.35838372
3,7817.0,117900.19777987,248.77416677,93183.05508665,3.042,30.63488136,0.3893001,7118.95006398,0.132167,8521.50789876,89.56951168,1433.18782484,410.00000002,0.0,73.84519337,599.71060602,161.71615919,580.71561756,6.18571428,77.26539717,7855.95463506,111631.93425225,0.0318101,2.76787219,0.01147999,0.63320754,4.99e-05,2.26763217,0.02473847,0.0,0.29934718,4.42021191,0.02915714,0.60774141,1.02,0.33281712,0.84122824,0.00279065,1.82513083,0.82969687
4,7847.41170049,23756.53997544,249.69999979,19189.38345159,3.042,0.0,0.39249968,1431.2872531,0.13212463,295.13085699,90.30399534,2304.96265481,410.00000002,0.0,73.84519337,0.0,161.71615919,0.0,6.18571428,0.0,7899.92294979,4927.78759055,0.03182899,0.59216032,0.011495,0.02001689,4.99e-05,1.24418728,0.02473847,0.0,0.29934718,0.0,0.02915384,0.11843613,1.02499999,0.00303986,0.84545552,0.00330832,1.83236666,0.57488448
5,7824.42279056,13246.23834988,248.5,6371.33284662,3.042,0.0,0.389,5707.62459692,0.13212463,0.0,89.99996889,189.21249599,410.00000002,0.0,73.84519337,0.0,161.71615919,0.0,6.18285714,48.65031753,7855.9285367,1062.62480555,0.03178651,0.63663998,0.01147001,0.02720272,4.975e-05,0.7738964,0.02473847,0.0,0.29687074,1.05091829,0.0291219,0.15111872,1.01946479,0.03449451,0.84545552,0.0,1.83381358,0.47737985
6,7845.4,73015.38025037,249.82999997,1225.74097498,3.042,0.0,0.3913525,130.98188665,0.13256022,989.11505613,90.19991054,340.21839809,410.00000002,0.0,73.90652362,289.96686895,162.71604901,97.13580228,6.21428571,12.3328395,7862.42996612,2050.81631339,0.0318266,49.16958609,0.01146992,0.57905876,4.986e-05,0.17620249,0.02473847,0.0,0.29687074,0.0,0.029,7.95493675,1.01946479,0.0,0.84545552,0.0,1.83407908,0.22711324
7,7856.25707088,14156.23638455,251.25999255,21772.62148345,3.06,14.81050098,0.39297783,1941.21215303,0.13223144,28437.95105021,90.19991058,566.38209616,410.0000034,3.00530002,73.90652362,0.0,162.71604667,9.9999994,6.21428571,0.0,7859.00200016,5155.69053034,0.03195003,0.23108209,0.01147106,3.31020801,4.989e-05,0.51121059,0.02473847,0.0,0.29568874,0.57192779,0.02899999,0.87804199,1.02417149,0.30410503,0.84076335,0.31121818,1.83526037,0.35885715
8,7867.63563865,9618.76460326,250.03000014,5149.35723281,3.096,2454.47080997,0.39389034,9330.68572552,0.13388431,7635.57776111,90.75580266,247.72371135,410.0000034,0.0,73.90652362,0.0,162.71604667,0.0,6.21428571,0.0,7904.0398313,37723.45878478,0.03181,2.00936388,0.01149499,5.36107784,4.994e-05,1.98225804,0.02473847,0.0,0.29568874,0.0,0.02930769,0.18409748,1.03042717,0.25644789,0.84076335,0.0,1.84075519,0.14453211
9,7971.0,65549.67751343,253.15523277,84831.15923771,3.222,2083.62043984,0.40300006,45227.71853237,0.13551245,4288.14121406,92.4000067,10670.61197758,410.0000034,0.0,74.9705206,3216.86686548,163.17551307,24.62726431,6.34920962,6551.14427553,8005.66619272,379879.84337727,0.03180558,20.46606875,0.01159211,3.3101088,5.061e-05,24.08891786,0.02486688,0.63698787,0.29697596,0.49933672,0.02946153,0.5790015,1.0444793,0.33705215,0.85581807,1.08501137,1.84194044,0.49087444
10,7921.70104238,26349.50998427,251.89999977,13486.40061334,3.18599879,505.22277943,0.39981469,17801.09892391,0.1337326,5175.42735447,91.68289327,8762.45509384,410.0000069,136.65657339,74.97547456,140.16320344,162.91879751,380.89691914,6.24611407,18.95297129,7927.81867796,213958.71861593,0.03181101,17.13135332,0.01153498,0.74768784,5.027e-05,6.70501431,0.02486688,0.0,0.29846831,0.12894139,0.02930769,0.1187797,1.0444793,0.0,0.85581807,0.0,1.85695387,1.47704057
11,7871.07444992,69650.50081771,250.38000024,13293.55965342,3.16799829,478.23098481,0.39395359,3659.17516416,0.13375157,219.29290608,91.03291396,390.48077934,410.0000069,0.0,74.97547456,2.00000002,163.83163264,844.65569194,6.24285714,5.70580151,7898.99999995,141086.49816946,0.03189903,16.56402693,0.01154999,0.75516775,5.021e-05,1.68394773,0.02486688,0.0,0.29846831,0.0,0.02930769,0.0,1.02671858,0.20416255,0.85581807,0.0,1.8583528,2.0796379
12,7885.92975538,19209.78461964,250.50102714,1112.46482747,3.15,30.57932849,0.39402566,246.90028837,0.13302005,825.55573201,91.03300491,52.51742924,410.0000069,0.0,74.97547456,0.0,162.6468946,379.78664348,6.21459015,12.4291803,7911.00500009,85052.98230979,0.03180002,1.76555561,0.01151593,8.68119857,4.996e-05,5.89520888,0.02486688,0.0,0.29846831,0.0,0.02930769,0.0,1.02671858,0.0,0.85581807,0.0,1.8583528,0.0
13,7885.92975538,0.0,250.50102714,0.0,3.15,0.0,0.39402566,0.0,0.13302005,0.0,91.03300491,0.0,410.0000069,0.0,74.97547456,0.0,162.6468946,0.0,6.21459015,0.0,7911.00500009,0.0,0.03180002,0.0,0.01151593,0.0,4.996e-05,0.0,0.02486688,0.0,0.29846831,0.0,0.02930769,0.0,1.02671858,0.0,0.85581807,0.0,1.8583528,0.0
14,7885.92975538,0.0,250.50102714,0.0,3.15,0.0,0.39402566,0.0,0.13302005,0.0,91.03300491,0.0,410.0000069,0.0,74.97547456,0.0,162.6468946,0.0,6.21459015,0.0,7911.00500009,0.0,0.03180002,0.0,0.01151593,0.0,4.996e-05,0.0,0.02486688,0.0,0.29846831,0.0,0.02930769,0.0,1.02671858,0.0,0.85581807,0.0,1.8583528,0.0
15,7884.0,14627.35374935,250.30000065,9428.25648493,3.15,0.0,0.39400004,14428.23039593,0.13355906,682.6341085,90.44200088,16943.95837543,410.00001343,42.49198319,74.70825681,297.25518712,164.03486153,1333.12175285,6.22456804,1033.78053925,7936.352,152214.07301646,0.03177505,1.3215628,0.01144008,0.40640456,4.992e-05,8.33963692,0.02486688,0.0,0.29984798,6.46703552,0.02930769,0.0,1.0288903,0.00773197,0.85581807,0.0,1.88570779,22.89023042
16,7913.17194258,59732.40982671,250.8,1595.64739594,3.15,0.0,0.39584721,968.40990413,0.13266671,3311.71704923,90.44200089,491.95627693,410.00001534,1572.02244022,74.97547456,0.0311718,165.74018501,10.17522765,6.21428571,1115.87963652,7956.19880596,17380.09258715,0.03172007,0.99504321,0.01149573,0.50415274,4.991e-05,3.47793883,0.02486688,0.0,0.29984798,0.0,0.02930769,0.0,1.0288903,0.0,0.85581807,0.0,1.88570779,0.0
17,7894.00485248,47725.15359309,250.39000015,2371.39202791,3.15,0.0,0.39461898,238.6482629,0.13266671,0.0,91.18667612,1611.53984082,410.00001534,0.0,75.32251904,199.98128805,166.98999995,205.07600406,6.24412148,167.45219616,7943.59662471,29892.02375149,0.031735,1.12724424,0.01147251,1.55185129,4.989e-05,1.24306459,0.02476172,0.49000019,0.29984798,0.0,0.02915487,2.65415016,1.0288903,0.0,0.85420999,10.89409316,1.89115193,11.48874797
18,7926.72200134,36025.98227305,251.55249802,1898.06945781,3.15,0.0,0.39583744,13085.89990079,0.13358997,617.66910086,91.18667612,0.0,410.00001534,0.0,75.32252187,10033.20962033,166.60194374,11.90410206,6.24412148,0.0,7940.50620672,36192.23485904,0.03170007,2.75408751,0.01151499,0.09865694,4.984e-05,31.19993009,0.02476172,0.0,0.29984798,0.0,0.02937293,0.18405503,1.03404677,0.29999999,0.84904777,10.29047163,1.89115193,0.0
19,7882.41073798,96636.39448642,250.39000015,4493.6953996,3.15,0.0,0.39549909,2667.97298075,0.13345926,775.63483264,90.5000905,146.60298632,410.00001534,0.0,75.32252187,0.0,166.58528246,11.89577006,6.24412148,0.0,7932.98699922,18008.21375194,0.03174564,0.09376068,0.0115,0.76328102,4.993e-05,8.59382019,0.02476172,0.0,0.29984798,0.0,0.02915485,0.07933984,1.03404677,0.0,0.84904777,0.0,1.89115193,0.0
20,7906.89999936,36439.96148812,250.89949952,940.67645319,3.13300098,18.17140568,0.3954936,810.04775791,0.1327789,505.35649649,90.5000905,0.0,421.10099976,2.18656694,75.32252187,0.0,165.01503186,102.05051691,6.24412148,0.0,7951.11646892,141741.11464752,0.03172,1.61374813,0.011505,1.28050341,4.994e-05,3.07210184,0.02476172,0.0,0.29993884,0.00107825,0.02915485,0.0,1.03404677,0.0,0.84904777,0.0,1.89273232,2.64552619
21,7901.22826183,9738.94983566,251.06999994,5712.02050653,3.15,732.87224386,0.39423,3705.72622703,0.13256648,24.74720043,90.8036947,736.41823461,421.10099976,0.0,75.32252187,0.0,165.01503186,0.0,6.24412148,0.0,7912.62314797,12837.70317798,0.03175962,1.35846015,0.01153069,2.9262072,4.99e-05,0.54678405,0.02476172,0.0,0.29826072,0.23838348,0.02961538,0.41489669,1.03404677,0.0,0.84904777,0.0,1.89273232,0.0
22,7888.41757734,43401.77776129,250.59196505,5293.96495825,3.15,3.41200484,0.3935,165.85690009,0.13328431,1012.42987971,91.57650317,3753.71101365,421.10099718,20.61424133,74.6337121,819.08932678,165.01503186,0.0,6.24412148,0.0,7914.90569288,9971.5874163,0.03169502,0.42455582,0.01155499,0.10722482,4.986e-05,0.37905064,0.02476172,0.0,0.29826072,0.0,0.02988329,0.47294271,1.03406061,0.00560692,0.85421,0.00897987,1.89273232,0.0
23,7906.38925043,54147.65741826,250.95000044,8367.78980029,3.15,0.0,0.39549972,2683.11127377,0.13332041,217.99782371,91.2,187.39990861,421.10099981,456.10099899,75.32252932,150.64505864,164.99,68.97703932,6.24412148,0.0,7956.9709996,3190.33822486,0.03191229,0.77558921,0.01153542,0.58226258,4.994e-05,1.50599031,0.02476172,0.0,0.29826072,0.0,0.02989991,0.19372049,1.03406061,0.0,0.85421,0.0,1.89273232,0.0
24,7888.74574033,27414.83841272,251.38971451,656.15295442,3.168,15.33322454,0.39499985,26457.9883602,0.13345814,200.18721,90.88907413,38.34914598,410.0000044,20.02063641,75.32252932,0.0,166.31597033,2.22998462,6.24412148,0.0,7924.77107195,5046.48908274,0.03189029,0.75442571,0.01154644,0.02416577,5.003e-05,2.52860706,0.02476172,0.0,0.29826072,0.0,0.02977391,5.32290618,1.03406061,0.0,0.85421,0.0,1.89273232,0.0
25,7900.10000001,24173.72836771,253.6002053,5915.17210724,3.204,214.25534184,0.39749997,2490.08215543,0.13338407,532.85414146,91.72129508,307.98264237,410.0000044,0.0,76.02856443,304.50820065,166.31597033,0.0,6.2922508,172.49727495,7939.52423634,35891.93051625,0.032,5.62530451,0.0116051,1.79507386,5.024e-05,2.86858595,0.02477892,0.00516422,0.30083822,0.00199999,0.03007159,1.20627627,1.02889491,0.38670179,0.85421,0.0,1.89273232,0.0
26,7928.74475761,34272.04380392,254.22284081,3960.92843903,3.22,322.0,0.39717901,15.99915447,0.1346973,3874.8193665,91.8628735,8.24660003,410.00000891,169.21817617,76.02856443,0.0,164.16965959,19.57907345,6.2922508,0.0,7965.4058654,84240.09147795,0.03207,4.19990525,0.01159998,0.17943671,5e-05,2.20842702,0.02477889,0.00102146,0.30083822,0.0,0.02978622,0.11921295,1.0288903,0.00109669,0.85421,0.0,1.86699119,0.02280172
27,7927.45326154,51081.74113484,253.27999999,1388.46015855,3.22,0.0,0.397,5067.88653979,0.13397887,303.08309042,91.48111512,3796.19386155,419.0000072,2999.99999934,76.02856443,0.0,164.16965959,0.0,6.2922508,0.0,7953.81001791,28450.27702878,0.03191489,1.99615563,0.01151816,0.59097703,5e-05,1.0881186,0.02477889,0.0,0.30083822,0.0,0.02978622,0.0,1.0288903,0.0,0.85417687,0.59259741,1.86699119,0.0
28,7955.5,63673.68332015,254.40020529,8700.52815889,3.22199655,96.78819627,0.39749997,11087.55539719,0.1350934,216.32875969,91.90455244,615.57416713,410.0,527.20260958,76.028565,7.39757937,164.16965959,0.0,6.2922508,0.0,8010.92803511,39630.31150387,0.0320355,0.37083574,0.01153501,0.08918837,5.006e-05,1.94970409,0.02474279,0.00426237,0.30083822,0.0,0.02978622,0.0,1.0288903,1.10653895,0.85417687,0.0,1.86096283,0.17813363
29,7951.09192259,57725.54261753,254.24999929,37534.89125061,3.1961559,2297.58869541,0.39849342,11101.12000157,0.13438734,503.54170397,91.99667968,420.15072583,404.22,108.67060181,75.53172043,349.50590958,166.24375003,575.49582623,6.32770376,458.87820891,7979.48675556,189530.50493356,0.03193745,1.95027627,0.01152763,0.05154778,4.999e-05,1.63240637,0.02474279,0.0,0.29846832,0.08045959,0.02951972,0.66433759,1.0288903,0.0,0.85417687,0.0,1.86096283,0.0
30,7944.97977737,31305.60649722,253.4000018,2976.68072934,3.1961559,0.0,0.39672968,149.39347356,0.13438734,0.0,91.20638425,429.90838616,404.22,0.0,75.99999999,462.79776646,167.57948605,667.34469628,6.27142861,171.29114901,7977.25061125,53391.16625972,0.03195001,0.17322232,0.01149502,0.2347563,5.007e-05,1.56916875,0.02480836,8.18356371,0.29846832,0.0851934,0.02946163,0.43454456,1.0340606,0.17858117,0.85417687,0.0,1.86096283,0.0
31,7980.0,56381.19445708,254.89697637,8028.88218203,3.1860084,372.93396872,0.39672968,0.0,0.13393581,14.83714116,91.9831559,2960.33048895,404.22,0.0,75.99999999,0.0,167.5794767,20.40792758,6.27142861,0.0,8015.00557284,29546.33083685,0.03193495,3.40286313,0.01148502,0.78029157,4.989e-05,1.00515434,0.02480836,0.0,0.29996816,0.00407621,0.02946163,0.0,1.0340606,0.0,0.85417687,0.0,1.86096283,0.0
32,7980.35317782,18181.64411342,255.29999991,18894.77851393,3.1860084,0.0,0.39899998,2094.26252896,0.13485129,4.19750177,91.21240147,674.76997223,404.22,0.00012126,75.99065624,2687.44174862,166.36858507,186.95709887,6.3,382.90815523,8050.75774974,215973.82102408,0.03204768,2.12014888,0.01150999,0.11913825,5.009e-05,1.87061375,0.02468094,0.0003125,0.29642475,0.12030694,0.02930769,0.00112654,1.0340606,0.0,0.85417687,0.0,1.88752831,0.02019979
33,7959.92528898,43101.79803456,255.49999981,4898.76872017,3.1860084,0.0,0.39750001,4875.41236546,0.13485129,0.0,91.2159164,9.79941255,404.22,0.0,75.20941161,1066.55827443,168.09141416,1547.56171072,6.3,0.0,8034.49999857,24561.24158178,0.032055,3.10674716,0.01149005,0.07243106,4.985e-05,2.85884203,0.02468094,0.0,0.29697596,0.00108362,0.02930769,0.52467846,1.0340606,0.0,0.85417687,0.0,1.88752831,0.0
34,7946.4,25754.6589773,255.09979614,3934.06457226,3.186,15.42034513,0.3967212,13.79577728,0.13485129,0.0,91.39978879,138.85938828,404.22,0.0,75.21237491,15.1128354,168.09140843,10.00000162,6.3,0.0,8004.81583267,18176.54259852,0.032045,3.16004268,0.01150744,0.23509156,4.998e-05,1.72531078,0.02468094,0.0,0.29697596,0.0,0.02930769,0.0,1.0340606,0.0,0.85417687,0.0,1.88752831,0.0
35,7959.57115826,11062.14757248,254.0,4682.99440826,3.186,0.0,0.39731771,1682.49813738,0.13485129,0.0,91.39978879,0.0,404.22,0.0,75.21237491,0.0,167.49998051,271.20281921,6.3,0.0,7998.03700061,28324.89472733,0.03193324,0.95113219,0.01148497,0.11456401,4.987e-05,0.75548906,0.02480963,0.021,0.29697596,0.0,0.02930769,0.0,1.0340606,0.0,0.85417687,0.0,1.88752831,0.0
36,7963.18884451,23563.75608116,254.40360003,66198.37749712,3.181,997.70940648,0.39825882,8624.91285091,0.13432519,249.91899694,91.41000003,45.68298979,404.22,0.0,75.24099228,677.16893052,167.08123056,511.89896225,6.308396,211.59072496,8014.90000002,28096.03031399,0.03205479,0.32209002,0.01148502,0.64510521,4.99e-05,1.75949024,0.02480963,0.0,0.29642468,0.0004375,0.02930769,0.0,1.0340606,0.0,0.85417687,0.0,1.88752831,0.0
37,7987.8509123,87761.37314316,257.5,66961.29105346,3.204,15.50746573,0.39977366,869.56454942,0.135,951.96740282,91.8,1156.34041025,404.22,0.0,75.24099228,0.0,167.74,3245.41574794,6.32857138,736.04967697,8026.25413314,36405.18306555,0.03221997,4.37816322,0.01148463,0.29189258,4.994e-05,3.51641605,0.02455723,0.10640792,0.29451282,0.65580997,0.02925392,0.00018451,1.0340606,0.0,0.85417687,0.0,1.88752831,0.0
38,7971.52757425,33057.64910564,256.59000178,58289.0344417,3.204,0.0,0.39873746,3030.03338294,0.13426373,77.0279405,91.02771387,392.38320203,391.9999983,27.43999988,75.99997155,2080.49808682,166.08652319,30.61601962,6.28513673,55.62374238,8036.03100109,6127.34487348,0.03224503,70.42990526,0.01145739,1.00200532,4.998e-05,0.71977435,0.02455723,0.0,0.29398396,0.50771766,0.0291686,0.00080924,1.0340552,0.17929858,0.85417687,0.0,1.88752831,0.0
39,8002.63015851,72719.54623215,258.10120001,73711.10701047,3.20400455,19.99999997,0.4,335.91715622,0.13449643,53.71651575,91.84372471,503.37088563,374.24285563,26.13150739,75.99997664,76.27499927,167.9899933,15.86329506,6.28513673,0.0,8056.97578611,40377.92397606,0.03235265,25.96513501,0.01148309,0.27075891,5.002e-05,0.4578547,0.0244161,0.00509647,0.29194471,2.29588072,0.02896144,1.66738022,1.02889031,0.63365985,0.85417687,0.0,1.87054758,9.82037479
40,8009.99999999,29618.60225301,260.05000002,292810.6326097,3.20400455,0.0,0.40202709,752.01893002,0.13443385,303.51438811,91.83309971,3645.63126468,374.24285563,0.0,75.99997651,480.58631883,167.13536705,7647.18664387,6.28513673,0.0,8056.95878378,185506.68633253,0.03250003,30.27399101,0.01148008,1.57316876,4.997e-05,2.22836793,0.0243,1.04461472,0.29282419,50.15308218,0.0288,0.92922164,1.02889031,0.0,0.85007428,0.00283579,1.87054758,0.0
41,7988.2286087,153515.43501289,257.71850001,40657.56041287,3.186,35.42034513,0.39785092,5391.68952657,0.13423164,1795.69185668,92.03716573,1250.97472586,374.24285563,0.0,74.84425736,134.72933773,167.06067889,126.06488388,6.3051197,630.51197,8056.95878245,108395.28186179,0.03231,9.34522385,0.0114541,0.08853813,4.984e-05,1.14236298,0.02440544,0.34819822,0.29189,4.68623141,0.02899995,0.02493117,1.02889031,0.0,0.85007428,0.0,1.87054758,0.0
42,7972.20004125,14159.71488677,258.47126329,5547.32698426,3.168,15.33322454,0.39795111,4095.42692921,0.13423164,0.0,91.86726628,998.8101373,374.24285563,0.0,75.681033,49.83041711,166.39243618,3306.6438833,6.3051197,0.0,8017.67386581,24096.30500967,0.03242,3.18362364,0.01143739,0.31479531,4.993e-05,1.09469554,0.02440544,0.0,0.29042269,0.47666085,0.02909957,0.1190694,1.02889031,0.0,0.85007428,0.0,1.87054758,0.0
43,7979.24947808,7504.12332014,258.6206925,2688.25575484,3.168,0.0,0.39785206,426.53761812,0.13415643,31.93571216,91.42122058,474.95986228,374.24285563,0.0,75.30262783,509.94625479,166.39244399,256.45215629,6.3051197,0.0,8037.67386794,5740.45268604,0.03257072,9.25968584,0.01144473,9.88e-06,4.998e-05,0.24856822,0.02424333,0.00149132,0.29042269,0.0,0.02884615,0.12124048,1.0288903,0.00280347,0.85007428,0.0,1.87054758,0.0
44,7942.14201036,26797.49589571,256.99979982,21185.95028897,3.168,0.0,0.3975,18099.19166642,0.13423781,2.99931345,91.02771261,96.94997559,374.24285563,0.0,75.30262783,0.0,166.39243617,6.00000142,6.3051197,0.0,7996.39616678,69918.40940688,0.03236497,1.93362513,0.01145501,0.00092257,5.004e-05,0.87790466,0.02439238,1.02216831,0.2922661,0.80459177,0.02888942,0.44723781,1.0288903,0.0,0.85007428,0.1759154,1.87054758,0.0
45,7904.96912811,115298.25253943,253.57205578,131973.10442707,3.1320006,222.83723063,0.39528155,17929.70106219,0.134156,1.19999999,90.8,2086.49367889,374.24285563,0.0,75.30262783,0.0,165.72419346,24.15297645,6.24,390.06166327,7938.88914419,154834.40355509,0.03212008,4.4127534,0.01149256,0.21460611,5.003e-05,0.20441294,0.0246825,0.8353676,0.2964,2.74111481,0.02908978,0.39656916,1.0288903,0.01393818,0.85007428,0.0,1.87054758,0.0
46,7907.8554207,13385.74814328,254.76758106,34657.85247392,3.1320006,0.0,0.39587143,1.44888967,0.134156,0.0,91.0147119,1.17203285,374.24285563,0.0,75.07233737,688.09174247,165.72419346,0.0,6.27142857,1.30900392,7958.70276289,12890.11891093,0.03210999,3.8364875,0.01149031,0.37265519,5e-05,0.95927779,0.0246825,0.0,0.2964,0.0,0.02908978,0.0,1.0288903,0.0,0.85007428,0.0,1.87054758,0.0
47,7940.0,20017.51662987,255.71428571,4293.57916502,3.18037746,28.67443666,0.39709515,49.99993515,0.13399521,3.99990641,90.90776269,147.4323201,374.24285563,0.0,74.08963818,176.04141863,165.72419346,0.0,6.27142857,0.0,7979.93244967,14230.4550936,0.03217924,11.39390537,0.01148499,0.37744207,5.005e-05,0.13390607,0.0246825,0.0,0.29261615,3.78187948,0.02905595,1.29981627,1.03406054,5.56876839,0.85007428,0.0,1.87054758,0.0
48,7926.23238906,13329.31384201,255.71409997,3207.07830716,3.16,317.19999877,0.39730007,80.77789593,0.13372669,50.96265236,91.047612,420.46730204,374.24285563,0.0,75.06882478,130.75059934,165.72419346,0.0,6.27142857,0.0,7979.84175949,5261.58388532,0.03215987,1.01854472,0.011515,2.0110683,5.003e-05,0.14449233,0.0246825,0.0,0.29261615,0.0,0.02905595,0.0,1.0288903,0.30734101,0.84566789,0.01999053,1.87054758,0.0
49,7918.67497625,8454.98422982,255.26000045,4212.47105004,3.16,0.0,0.39603272,98.25033054,0.13352671,598.51967463,90.73256881,111.41350306,374.24285563,0.0,75.06882478,0.0,165.39017738,3.55381151,6.27142857,0.0,7978.8832182,14910.52103931,0.03211297,0.31896267,0.0115,2.91775183,5e-05,2.59833698,0.0246825,0.0,0.29261615,0.0,0.02907493,2.61691212,1.0288903,0.0,0.8442,0.00770015,1.87054758,0.0
50,7940.4846168,35954.00449369,256.016757,4917.63827794,3.16,0.0,0.39657897,555.08434286,0.13352671,0.0,91.51259714,367.22161873,374.24285563,0.0,75.10708693,25.42625627,165.39017738,0.0,6.27142857,0.0,7991.41393277,75258.50427591,0.03223539,2.49911452,0.0115,4.52891407,5e-05,0.43491501,0.0246825,0.0,0.29261615,0.0,0.02896732,0.15679644,1.0288903,0.0,0.8442,0.0,1.87054758,0.0
51,7936.006925,5524.43299886,255.1,145.60034514,3.16,0.0,0.3975,111.48042781,0.13455652,292.75984112,91.51259714,0.0,374.24285563,0.0,75.00708374,0.06491638,165.39017738,0.0,6.27142857,0.0,7980.41393277,26550.35317423,0.03215257,0.45197255,0.0115,0.04911002,5.008e-05,2.34244136,0.02451008,0.00011968,0.29254355,0.00145607,0.02896732,0.0,1.0288903,0.0,0.8442,0.0,1.87054758,0.0
52,7903.1610962,12497.77980569,253.688,627.94221196,3.16,0.0,0.39389618,825.45186613,0.134154,4317.20818323,91.07617947,1197.61897006,374.24285563,0.0,75.00708374,2.00000013,165.39017738,0.0,6.27142857,0.0,7938.8891443,34584.19748097,0.03207999,3.19828381,0.01147,5.49975368,5e-05,0.50427726,0.02451008,0.0,0.29254355,0.0,0.02896732,0.0,1.0288903,0.0,0.8442,0.0,1.87054758,0.0
53,7910.03398644,5640.67412734,254.49798001,740.49411183,3.16,0.0,0.39702747,641.22905114,0.134154,0.0,91.07617947,0.0,374.24285563,0.0,75.00708374,0.0,165.39017738,0.0,6.27142857,0.0,7944.96942111,14997.33447858,0.03213959,2.85243488,0.01147,0.01647298,4.996e-05,0.76272772,0.02451008,0.0,0.29254355,0.0,0.02896732,0.0,1.0288903,0.0,0.8442,0.0,1.87054758,0.0
54,7929.46009092,5177.78132243,254.49798002,0.00031812,3.16,0.0,0.39692314,7550.65093828,0.134154,657.35468864,91.07617947,0.0,375.29754221,100.74384766,75.00708374,0.0,165.88235294,242.69087365,6.29999868,125.9999736,7971.29728968,13672.76518455,0.03211,0.40459151,0.01148003,0.08097441,4.989e-05,1.74307282,0.02451008,0.0,0.29254355,0.0,0.02896732,0.0,1.02671858,0.00283338,0.8442,0.0,1.87054758,0.0
55,7952.1,33792.06203628,256.02999989,1748.33909759,3.16,0.0,0.39749985,473.43750987,0.135156,2786.48824661,91.25498259,1.0014997,375.29754221,0.0,75.00708374,0.0,165.88235294,0.0,6.25785514,412.38006855,7995.66450379,20590.84878767,0.032196,0.65165276,0.01148017,0.22952101,4.993e-05,0.28342182,0.02451008,0.0,0.29254355,0.0,0.02896732,0.0,1.023,0.21134037,0.8442,0.0,1.86699119,0.02280175
56,7964.52349618,52538.68111696,257.76827416,119.57698651,3.16,0.0,0.4050002,5452.43885103,0.1353,506.33617977,91.51259717,108.9394442,376.29754607,46.04133685,75.10708696,574.58551122,165.88235294,0.0,6.25785514,0.0,8020.0,43296.05312866,0.03232557,0.34128581,0.01147501,0.06784245,5.074e-05,5.54175227,0.02453475,0.03895833,0.29254355,0.0,0.02892956,0.00087497,1.02063722,0.01220638,0.829,0.04479706,1.86699119,0.0
57,7959.80353001,9608.59539775,256.77649172,51992.14556009,3.16,0.0,0.40102778,38467.76459287,0.1366069,10615.24024908,91.99999997,6903.78076618,376.29754607,0.0,75.44823736,6.56399665,166.76470588,14.05009323,6.31729895,34.67320271,7997.02063023,18195.39143281,0.0322932,1.06571222,0.01151475,0.98705429,5.046e-05,10.86749902,0.02441011,0.00059432,0.29254355,0.00698021,0.02885687,0.0004375,1.02063722,0.0,0.829,0.0,1.86699119,0.0
